entry_time,exit_time,side,entry_price,exit_price,qty,bars_held,exit_reason,pnl_ticks,gross_pnl_usd,costs_usd,net_pnl_usd
2021-01-25 16:09:00+00:00,2021-01-25 16:12:00+00:00,long,13281.0,13280.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2021-01-27 17:30:00+00:00,2021-01-27 17:33:00+00:00,short,13279.0,13279.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2021-01-29 14:27:00+00:00,2021-01-29 14:30:00+00:00,short,13110.0,13110.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2021-01-29 16:24:00+00:00,2021-01-29 16:27:00+00:00,long,13017.75,13007.5,1,1,stop,-41.0,-205.0,4.5,-209.5
2021-01-29 17:51:00+00:00,2021-01-29 17:54:00+00:00,long,12905.25,12895.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2021-01-29 18:27:00+00:00,2021-01-29 18:30:00+00:00,long,12933.75,12923.5,1,1,stop,-41.0,-205.0,4.5,-209.5
2021-02-03 19:15:00+00:00,2021-02-03 19:21:00+00:00,short,13474.75,13485.0,1,2,stop,-41.0,-205.0,4.5,-209.5
2021-02-05 14:45:00+00:00,2021-02-05 14:51:00+00:00,long,13575.0,13564.75,1,2,stop,-41.0,-205.0,4.5,-209.5
2021-02-05 18:03:00+00:00,2021-02-05 18:15:00+00:00,short,13622.25,13632.5,1,4,stop,-41.0,-205.0,4.5,-209.5
2021-02-05 18:30:00+00:00,2021-02-05 18:36:00+00:00,short,13610.0,13620.25,1,2,stop,-41.0,-205.0,4.5,-209.5
2021-02-05 19:18:00+00:00,2021-02-05 19:27:00+00:00,short,13594.25,13604.5,1,3,stop,-41.0,-205.0,4.5,-209.5
2021-02-05 19:48:00+00:00,2021-02-05 19:54:00+00:00,short,13589.0,13599.25,1,2,stop,-41.0,-205.0,4.5,-209.5
